pc_time_s,seq_id,module_id,status,tx_drops,Raw RH,Raw LH,Env RH,Env LH,Tau RH,Tau LH
7.320846,65034,0xF0,0x00,0,1.58300006,1.57200003,0.06833871,0.07985772,0.12331302,0.15269828
7.320846,65036,0xF0,0x00,0,1.58200002,1.57700002,0.06831511,0.07976869,0.12325283,0.15247115
7.320846,65038,0xF0,0x00,0,1.57900012,1.56800008,0.06832724,0.07973399,0.12328378,0.15238263
7.320846,65040,0xF0,0x00,0,1.58200002,1.56700003,0.06833173,0.07974488,0.12329523,0.15241040
7.330859,65042,0xF0,0x00,0,1.58100009,1.57100010,0.06834144,0.07974431,0.12332000,0.15240894
7.330859,65044,0xF0,0x00,0,1.58200002,1.57200003,0.06834423,0.07972617,0.12332711,0.15236267
7.330859,65046,0xF0,0x00,0,1.58700013,1.56800008,0.06829157,0.07973763,0.12319277,0.15239191
7.330859,65048,0xF0,0x00,0,1.58300006,1.56900012,0.06824443,0.07975788,0.12307252,0.15244359
7.330859,65050,0xF0,0x00,0,1.57700002,1.57600009,0.06826247,0.07971229,0.12311853,0.15232725
7.330859,65052,0xF0,0x00,0,1.58200002,1.56900012,0.06827143,0.07969598,0.12314140,0.15228568
7.330859,65054,0xF0,0x00,0,1.58000004,1.56800008,0.06829482,0.07970894,0.12320108,0.15231873
7.330859,65056,0xF0,0x00,0,1.57800007,1.57000005,0.06834767,0.07972027,0.12333590,0.15234762
7.330859,65058,0xF0,0x00,0,1.57800007,1.56700003,0.06841898,0.07976099,0.12351780,0.15245152
7.330859,65060,0xF0,0x00,0,1.57800007,1.57600009,0.06850147,0.07972857,0.12372825,0.15236878
7.340778,65062,0xF0,0x00,0,1.57700002,1.56900012,0.06860054,0.07972060,0.12398095,0.15234847
7.340778,65064,0xF0,0x00,0,1.57500005,1.57500005,0.06872965,0.07966736,0.12431034,0.15221265
7.340778,65066,0xF0,0x00,0,1.58100009,1.57000005,0.06881572,0.07963639,0.12452989,0.15213366
7.340778,65068,0xF0,0x00,0,1.57900012,1.56500006,0.06889350,0.07967106,0.12472831,0.15222210
7.340778,65070,0xF0,0x00,0,1.58000004,1.57100010,0.06895496,0.07968660,0.12488510,0.15226172
7.340778,65072,0xF0,0x00,0,1.57600009,1.56900012,0.06904602,0.07971000,0.12511739,0.15232143
7.340778,65074,0xF0,0x00,0,1.58100009,1.57100010,0.06910430,0.07971786,0.12526608,0.15234149
7.340778,65076,0xF0,0x00,0,1.58000004,1.57100010,0.06915103,0.07971562,0.12538528,0.15233575
7.340778,65078,0xF0,0x00,0,1.57600009,1.56900012,0.06923059,0.07972725,0.12558822,0.15236545
7.340778,65080,0xF0,0x00,0,1.58100009,1.56500006,0.06927957,0.07978848,0.12571318,0.15252164
7.350772,65082,0xF0,0x00,0,1.58100009,1.57200003,0.06930832,0.07980977,0.12578653,0.15257594
7.350772,65084,0xF0,0x00,0,1.58000004,1.57000005,0.06933392,0.07982544,0.12585182,0.15261592
7.350772,65086,0xF0,0x00,0,1.57900012,1.57000005,0.06936741,0.07983733,0.12593727,0.15264624
7.350772,65088,0xF0,0x00,0,1.58200002,1.56600010,0.06937508,0.07988741,0.12595685,0.15277401
7.350772,65090,0xF0,0x00,0,1.58000004,1.56800008,0.06938640,0.07994125,0.12598571,0.15291135
7.350772,65092,0xF0,0x00,0,1.58200002,1.57100010,0.06937958,0.07996640,0.12596831,0.15297550
7.350772,65094,0xF0,0x00,0,1.58000004,1.57300007,0.06938150,0.07995240,0.12597321,0.15293978
7.350772,65096,0xF0,0x00,0,1.57900012,1.57600009,0.06939922,0.07988271,0.12601842,0.15276203
7.350772,65098,0xF0,0x00,0,1.58100009,1.57300007,0.06940659,0.07980838,0.12603723,0.15257238
7.350772,65100,0xF0,0x00,0,1.58200002,1.57300007,0.06939702,0.07973180,0.12601280,0.15237704
7.360699,65102,0xF0,0x00,0,1.58300006,1.57100010,0.06936642,0.07967494,0.12593475,0.15223198
7.360699,65104,0xF0,0x00,0,1.57900012,1.57100010,0.06936332,0.07963137,0.12592684,0.15212083
7.360699,65106,0xF0,0x00,0,1.57900012,1.57400012,0.06937799,0.07956626,0.12596425,0.15195473
7.360699,65108,0xF0,0x00,0,1.57800007,1.57300007,0.06941417,0.07949810,0.12605655,0.15178086
7.360699,65110,0xF0,0x00,0,1.58000004,1.57600009,0.06944348,0.07939810,0.12613133,0.15152575
7.360699,65112,0xF0,0x00,0,1.58200002,1.57200003,0.06944768,0.07931933,0.12614204,0.15132481
7.360699,65114,0xF0,0x00,0,1.58300006,1.57100010,0.06942546,0.07926525,0.12608534,0.15118687
7.360699,65116,0xF0,0x00,0,1.57800007,1.56800008,0.06943735,0.07925823,0.12611568,0.15116894
7.360699,65118,0xF0,0x00,0,1.58100009,1.57400012,0.06944056,0.07922049,0.12612388,0.15107268
7.370708,65120,0xF0,0x00,0,1.58100009,1.57100010,0.06943814,0.07919390,0.12611771,0.15100484
7.370708,65122,0xF0,0x00,0,1.58600008,1.57200003,0.06938118,0.07916457,0.12597239,0.15093002
7.370708,65124,0xF0,0x00,0,1.58000004,1.57100010,0.06935073,0.07914397,0.12589471,0.15087748
7.370708,65126,0xF0,0x00,0,1.57600009,1.57200003,0.06937845,0.07911903,0.12596543,0.15081385
7.370708,65128,0xF0,0x00,0,1.58000004,1.56700003,0.06940267,0.07914247,0.12602723,0.15087365
7.370708,65130,0xF0,0x00,0,1.57700002,1.57100010,0.06945495,0.07915615,0.12616059,0.15090853
7.370708,65132,0xF0,0x00,0,1.58100009,1.57300007,0.06948405,0.07914300,0.12623481,0.15087500
7.370708,65134,0xF0,0x00,0,1.58100009,1.56600010,0.06949788,0.07918400,0.12627012,0.15097959
7.370708,65136,0xF0,0x00,0,1.58400011,1.56800008,0.06947117,0.07923915,0.12620197,0.15112029
7.370708,65138,0xF0,0x00,0,1.57900012,1.56600010,0.06946951,0.07932324,0.12619773,0.15133479
7.380113,65140,0xF0,0x00,0,1.58300006,1.57000005,0.06944328,0.07938439,0.12613082,0.15149078
7.380113,65142,0xF0,0x00,0,1.57500005,1.57200003,0.06948297,0.07940973,0.12623206,0.15155545
7.380113,65144,0xF0,0x00,0,1.57900012,1.57300007,0.06952403,0.07940154,0.12633683,0.15153454
7.380113,65146,0xF0,0x00,0,1.58300006,1.57200003,0.06952481,0.07938197,0.12633879,0.15148459
7.380113,65148,0xF0,0x00,0,1.57800007,1.57200003,0.06955053,0.07935525,0.12640440,0.15141647
7.380113,65150,0xF0,0x00,0,1.58000004,1.57300007,0.06957170,0.07931402,0.12645842,0.15131128
7.380113,65152,0xF0,0x00,0,1.58300006,1.56800008,0.06955916,0.07931478,0.12642643,0.15131322
7.380113,65154,0xF0,0x00,0,1.58000004,1.57200003,0.06955557,0.07930188,0.12641726,0.15128030
7.380113,65156,0xF0,0x00,0,1.58100009,1.56600010,0.06954758,0.07934142,0.12639688,0.15138116
7.380113,65158,0xF0,0x00,0,1.58100009,1.57200003,0.06953684,0.07935327,0.12636949,0.15141138
7.411869,65160,0xF0,0x00,0,1.58200002,1.57600009,0.06951426,0.07930636,0.12631188,0.15129174
7.411869,65162,0xF0,0x00,0,1.57900012,1.57100010,0.06951483,0.07927298,0.12631333,0.15120657
7.411869,65164,0xF0,0x00,0,1.58200002,1.57200003,0.06949975,0.07923847,0.12627488,0.15111853
7.411869,65166,0xF0,0x00,0,1.57600009,1.57000005,0.06953588,0.07922396,0.12636705,0.15108153
7.411869,65168,0xF0,0x00,0,1.58200002,1.57000005,0.06954354,0.07922251,0.12638658,0.15107782
7.411869,65170,0xF0,0x00,0,1.58200002,1.57400012,0.06953276,0.07918873,0.12635908,0.15099166
7.411869,65172,0xF0,0x00,0,1.58000004,1.56900012,0.06953056,0.07918540,0.12635347,0.15098315
7.411869,65174,0xF0,0x00,0,1.57800007,1.57200003,0.06955431,0.07917117,0.12641405,0.15094686
7.411869,65176,0xF0,0x00,0,1.58200002,1.56900012,0.06955379,0.07918061,0.12641272,0.15097095
7.411869,65178,0xF0,0x00,0,1.57800007,1.57200003,0.06957837,0.07917468,0.12647544,0.15095583
7.420354,65180,0xF0,0x00,0,1.57800007,1.57300007,0.06961891,0.07914869,0.12657885,0.15088952
7.420354,65182,0xF0,0x00,0,1.57900012,1.56400013,0.06965914,0.07920174,0.12668146,0.15102483
7.420354,65184,0xF0,0x00,0,1.57700002,1.56800008,0.06971913,0.07926447,0.12683451,0.15118487
7.420354,65186,0xF0,0x00,0,1.57800007,1.56900012,0.06978107,0.07932263,0.12699252,0.15133323
7.420354,65188,0xF0,0x00,0,1.58000004,1.57000005,0.06982327,0.07936706,0.12710018,0.15144658
7.420354,65190,0xF0,0x00,0,1.57800007,1.57600009,0.06987268,0.07934103,0.12722622,0.15138018
7.420354,65192,0xF0,0x00,0,1.57700002,1.56500006,0.06993642,0.07938190,0.12738882,0.15148443
7.420354,65194,0xF0,0x00,0,1.58000004,1.57200003,0.06997819,0.07939418,0.12749539,0.15151577
7.420354,65196,0xF0,0x00,0,1.57900012,1.56800008,0.07001556,0.07942867,0.12759072,0.15160373
7.420354,65198,0xF0,0x00,0,1.58100009,1.56900012,0.07002932,0.07946692,0.12762581,0.15170132
7.424813,65200,0xF0,0x00,0,1.58100009,1.56800008,0.07002771,0.07951741,0.12762171,0.15183012
7.424813,65202,0xF0,0x00,0,1.57900012,1.57100010,0.07003658,0.07954472,0.12764433,0.15189978
7.424813,65204,0xF0,0x00,0,1.57900012,1.56700003,0.07005211,0.07959754,0.12768395,0.15203454
7.424813,65206,0xF0,0x00,0,1.58100009,1.57200003,0.07005141,0.07961535,0.12768216,0.15207997
7.424813,65208,0xF0,0x00,0,1.58200002,1.56700003,0.07003006,0.07966132,0.12762769,0.15219724
7.424813,65210,0xF0,0x00,0,1.58100009,1.57100010,0.07000578,0.07968424,0.12756577,0.15225571
7.424813,65212,0xF0,0x00,0,1.58100009,1.56900012,0.06997987,0.07971244,0.12749967,0.15232764
7.424813,65214,0xF0,0x00,0,1.57800007,1.57300007,0.06998374,0.07970299,0.12750952,0.15230355
7.424813,65216,0xF0,0x00,0,1.58300006,1.57100010,0.06995583,0.07968973,0.12743832,0.15226971
7.424813,65218,0xF0,0x00,0,1.57700002,1.56700003,0.06996883,0.07971490,0.12747152,0.15233393
7.429003,65220,0xF0,0x00,0,1.58500004,1.56700003,0.06992660,0.07976461,0.12736377,0.15246075
7.429003,65222,0xF0,0x00,0,1.58300006,1.56500006,0.06986953,0.07985003,0.12721819,0.15267865
7.429003,65224,0xF0,0x00,0,1.57900012,1.57300007,0.06984422,0.07987610,0.12715364,0.15274516
7.429003,65226,0xF0,0x00,0,1.58100009,1.57000005,0.06981929,0.07989419,0.12709004,0.15279128
7.429003,65228,0xF0,0x00,0,1.57900012,1.57400012,0.06981523,0.07986618,0.12707967,0.15271984
7.429003,65230,0xF0,0x00,0,1.58200002,1.56900012,0.06979412,0.07985966,0.12702581,0.15270321
7.429003,65232,0xF0,0x00,0,1.57700002,1.56900012,0.06981316,0.07986706,0.12707439,0.15272211
7.429003,65234,0xF0,0x00,0,1.58200002,1.56800008,0.06980697,0.07989357,0.12705860,0.15278973
7.429003,65236,0xF0,0x00,0,1.58000004,1.57000005,0.06980494,0.07991176,0.12705342,0.15283613
7.429003,65238,0xF0,0x00,0,1.58300006,1.57300007,0.06977506,0.07989383,0.12697719,0.15279038
7.432675,65240,0xF0,0x00,0,1.57900012,1.57000005,0.06976826,0.07988334,0.12695985,0.15276361
7.432675,65242,0xF0,0x00,0,1.58100009,1.56900012,0.06975604,0.07988795,0.12692867,0.15277538
7.432675,65244,0xF0,0x00,0,1.58400011,1.56400013,0.06970988,0.07995319,0.12681092,0.15294182
7.432675,65246,0xF0,0x00,0,1.58100009,1.57100010,0.06967287,0.07998558,0.12671649,0.15302444
7.432675,65248,0xF0,0x00,0,1.58000004,1.56800008,0.06965232,0.08002700,0.12666407,0.15313010
7.432675,65250,0xF0,0x00,0,1.58400011,1.57000005,0.06960185,0.08005345,0.12653533,0.15319757
7.432675,65252,0xF0,0x00,0,1.58200002,1.57100010,0.06955296,0.08005978,0.12641060,0.15321372
7.432675,65254,0xF0,0x00,0,1.58000004,1.57000005,0.06952597,0.08006325,0.12634176,0.15322259
7.432675,65256,0xF0,0x00,0,1.58300006,1.57200003,0.06948282,0.08004447,0.12623167,0.15317467
7.432675,65258,0xF0,0x00,0,1.58200002,1.56400013,0.06943987,0.08009303,0.12612210,0.15329856
7.439997,65260,0xF0,0x00,0,1.58500004,1.56500006,0.06936692,0.08017436,0.12593600,0.15350603
7.439997,65262,0xF0,0x00,0,1.58300006,1.56600010,0.06929573,0.08026581,0.12575442,0.15373932
7.439997,65264,0xF0,0x00,0,1.58300006,1.57400012,0.06922641,0.08028135,0.12557758,0.15377896
7.439997,65266,0xF0,0x00,0,1.58100009,1.56700003,0.06917938,0.08031908,0.12545760,0.15387522
7.439997,65268,0xF0,0x00,0,1.58400011,1.57300007,0.06911664,0.08030961,0.12529755,0.15385103
7.439997,65270,0xF0,0x00,0,1.58100009,1.56700003,0.06907497,0.08033090,0.12519124,0.15390536
7.439997,65272,0xF0,0x00,0,1.58300006,1.57000005,0.06902693,0.08034127,0.12506871,0.15393181
7.439997,65274,0xF0,0x00,0,1.58300006,1.57400012,0.06897529,0.08030373,0.12493697,0.15383604
7.439997,65276,0xF0,0x00,0,1.58100009,1.57000005,0.06894222,0.08027641,0.12485260,0.15376633
7.439997,65278,0xF0,0x00,0,1.58300006,1.57000005,0.06890109,0.08025596,0.12474768,0.15371418
7.449900,65280,0xF0,0x00,0,1.58500004,1.57000005,0.06883480,0.08024016,0.12457858,0.15367387
7.449900,65282,0xF0,0x00,0,1.58000004,1.57300007,0.06880391,0.08019695,0.12449976,0.15356365
7.449900,65284,0xF0,0x00,0,1.58100009,1.57400012,0.06878597,0.08012631,0.12445399,0.15338343
7.449900,65286,0xF0,0x00,0,1.57800007,1.57600009,0.06880714,0.08001830,0.12450801,0.15310791
7.449900,65288,0xF0,0x00,0,1.57500005,1.57000005,0.06888390,0.07994843,0.12470381,0.15292968
7.449900,65290,0xF0,0x00,0,1.58200002,1.56700003,0.06892441,0.07993444,0.12480717,0.15289398
7.449900,65292,0xF0,0x00,0,1.57800007,1.57000005,0.06898189,0.07992608,0.12495381,0.15287265
7.449900,65294,0xF0,0x00,0,1.57800007,1.56900012,0.06904973,0.07993162,0.12512687,0.15288679
7.449900,65296,0xF0,0x00,0,1.57800007,1.56600010,0.06912356,0.07997666,0.12531520,0.15300167
7.449900,65298,0xF0,0x00,0,1.57800007,1.57200003,0.06920050,0.07998557,0.12551148,0.15302441
7.459919,65300,0xF0,0x00,0,1.57900012,1.57100010,0.06926848,0.07998127,0.12568490,0.15301345
7.459919,65302,0xF0,0x00,0,1.58300006,1.57200003,0.06928923,0.07995832,0.12573783,0.15295489
7.459919,65304,0xF0,0x00,0,1.58000004,1.57300007,0.06930986,0.07991336,0.12579046,0.15284021
7.459919,65306,0xF0,0x00,0,1.57800007,1.57100010,0.06935058,0.07987505,0.12589434,0.15274248
7.459919,65308,0xF0,0x00,0,1.58000004,1.56800008,0.06938346,0.07987198,0.12597823,0.15273465
7.459919,65310,0xF0,0x00,0,1.58300006,1.57700002,0.06938040,0.07979998,0.12597041,0.15255097
7.459919,65312,0xF0,0x00,0,1.57900012,1.57100010,0.06939492,0.07974537,0.12600747,0.15241167
7.459919,65314,0xF0,0x00,0,1.58000004,1.57000005,0.06941046,0.07971273,0.12604709,0.15232840
7.459919,65316,0xF0,0x00,0,1.57600009,1.56900012,0.06946724,0.07970479,0.12619194,0.15230814
7.459919,65318,0xF0,0x00,0,1.58000004,1.56900012,0.06950931,0.07971286,0.12629925,0.15232873
7.469915,65320,0xF0,0x00,0,1.57900012,1.56900012,0.06955163,0.07973118,0.12640722,0.15237546
7.469915,65322,0xF0,0x00,0,1.57900012,1.57300007,0.06959370,0.07971517,0.12651454,0.15233462
7.469915,65324,0xF0,0x00,0,1.57500005,1.57200003,0.06967592,0.07968736,0.12672429,0.15226367
7.469915,65326,0xF0,0x00,0,1.58000004,1.57100010,0.06973228,0.07966242,0.12686805,0.15220004
7.469915,65328,0xF0,0x00,0,1.57400012,1.56500006,0.06983250,0.07970071,0.12712371,0.15229774
7.469915,65330,0xF0,0x00,0,1.58300006,1.56800008,0.06986830,0.07974884,0.12721504,0.15242051
7.469915,65332,0xF0,0x00,0,1.57800007,1.57300007,0.06991312,0.07975189,0.12732939,0.15242828
7.469915,65334,0xF0,0x00,0,1.57600009,1.57500005,0.06998368,0.07970543,0.12750937,0.15230978
7.469915,65336,0xF0,0x00,0,1.58100009,1.56500006,0.07001918,0.07972941,0.12759995,0.15237094
7.469915,65338,0xF0,0x00,0,1.57300007,1.57800007,0.07011321,0.07966612,0.12783983,0.15220949
7.479854,65340,0xF0,0x00,0,1.58500004,1.57400012,0.07012179,0.07958794,0.12786171,0.15201004
7.479854,65342,0xF0,0x00,0,1.57900012,1.56900012,0.07013626,0.07955188,0.12789863,0.15191805
7.479854,65344,0xF0,0x00,0,1.57800007,1.57200003,0.07016459,0.07951280,0.12797089,0.15181836
7.479854,65346,0xF0,0x00,0,1.57900012,1.57300007,0.07019138,0.07946198,0.12803924,0.15168872
7.479854,65348,0xF0,0x00,0,1.57900012,1.57200003,0.07021691,0.07941429,0.12810436,0.15156707
7.479854,65350,0xF0,0x00,0,1.57700002,1.56600010,0.07026173,0.07943024,0.12821870,0.15160777
7.479854,65352,0xF0,0x00,0,1.58000004,1.57300007,0.07028799,0.07941578,0.12828568,0.15157086
7.479854,65354,0xF0,0x00,0,1.57200003,1.57200003,0.07038350,0.07939202,0.12852934,0.15151024
7.479854,65356,0xF0,0x00,0,1.57700002,1.57200003,0.07047179,0.07936250,0.12875457,0.15143496
7.479854,65358,0xF0,0x00,0,1.57800007,1.57000005,0.07054432,0.07934996,0.12893960,0.15140295
7.489873,65360,0xF0,0x00,0,1.57400012,1.57500005,0.07064671,0.07929754,0.12920079,0.15126923
7.489873,65362,0xF0,0x00,0,1.57800007,1.57600009,0.07072656,0.07920974,0.12940449,0.15104525
7.489873,65364,0xF0,0x00,0,1.57800007,1.56700003,0.07079105,0.07919171,0.12956901,0.15099925
7.489873,65366,0xF0,0x00,0,1.58100009,1.57100010,0.07081442,0.07917812,0.12962861,0.15096459
7.489873,65368,0xF0,0x00,0,1.57600009,1.56900012,0.07086194,0.07918791,0.12974985,0.15098956
7.489873,65370,0xF0,0x00,0,1.57800007,1.57600009,0.07090420,0.07914136,0.12985766,0.15087081
7.489873,65372,0xF0,0x00,0,1.57800007,1.56700003,0.07094263,0.07915065,0.12995569,0.15089451
7.489873,65374,0xF0,0x00,0,1.57500005,1.57100010,0.07100877,0.07915510,0.13012442,0.15090588
7.489873,65376,0xF0,0x00,0,1.57600009,1.57200003,0.07108192,0.07914621,0.13031103,0.15088318
7.489873,65378,0xF0,0x00,0,1.57700002,1.57300007,0.07114866,0.07911860,0.13048129,0.15081276
7.499851,65380,0xF0,0x00,0,1.57900012,1.56900012,0.07119021,0.07911996,0.13058726,0.15081622
7.499851,65382,0xF0,0x00,0,1.57500005,1.57300007,0.07125583,0.07909923,0.13075468,0.15076335
7.499851,65384,0xF0,0x00,0,1.57900012,1.56000006,0.07129557,0.07919692,0.13085604,0.15101255
7.499851,65386,0xF0,0x00,0,1.57200003,1.57100010,0.07138951,0.07925795,0.13109569,0.15116824
7.499851,65388,0xF0,0x00,0,1.57600009,1.57400012,0.07147673,0.07926413,0.13131818,0.15118399
7.499851,65390,0xF0,0x00,0,1.57400012,1.57400012,0.07157908,0.07923485,0.13157929,0.15110931
7.499851,65392,0xF0,0x00,0,1.57600009,1.57700002,0.07166979,0.07915244,0.13181069,0.15089908
7.499851,65394,0xF0,0x00,0,1.57400012,1.57500005,0.07177244,0.07905696,0.13207255,0.15065549
7.499851,65396,0xF0,0x00,0,1.57800007,1.57200003,0.07184099,0.07898458,0.13224742,0.15047087
7.499851,65398,0xF0,0x00,0,1.57900012,1.56600010,0.07187665,0.07898898,0.13233837,0.15048210
7.509784,65400,0xF0,0x00,0,1.58100009,1.57000005,0.07187034,0.07900213,0.13232230,0.15051563
7.509784,65402,0xF0,0x00,0,1.58200002,1.57100010,0.07182684,0.07901058,0.13221131,0.15053721
7.509784,65404,0xF0,0x00,0,1.57600009,1.57000005,0.07182091,0.07902612,0.13219619,0.15057683
